id,name,category,price,stock
8229,home-8229,home,73.73,103
8230,toys-8230,toys,75.10,110
8231,food-8231,food,76.47,117
8232,electronics-8232,electronics,77.84,124
8233,clothing-8233,clothing,79.21,131
8234,books-8234,books,80.58,138
8235,home-8235,home,81.95,145
8236,toys-8236,toys,83.32,152
8237,food-8237,food,84.69,159
8238,electronics-8238,electronics,86.06,166
8239,clothing-8239,clothing,87.43,173
8240,books-8240,books,88.80,180
8241,home-8241,home,90.17,187
8242,toys-8242,toys,91.54,194
8243,food-8243,food,92.91,201
8244,electronics-8244,electronics,94.28,208
8245,clothing-8245,clothing,95.65,215
8246,books-8246,books,97.02,222
8247,home-8247,home,98.39,229
8248,toys-8248,toys,99.76,236
8249,food-8249,food,1.13,243
8250,electronics-8250,electronics,2.50,250
8251,clothing-8251,clothing,3.87,257
8252,books-8252,books,5.24,264
8253,home-8253,home,6.61,271
8254,toys-8254,toys,7.98,278
8255,food-8255,food,9.35,285
8256,electronics-8256,electronics,10.72,292
8257,clothing-8257,clothing,12.09,299
8258,books-8258,books,13.46,306
8259,home-8259,home,14.83,313
8260,toys-8260,toys,16.20,320
8261,food-8261,food,17.57,327
8262,electronics-8262,electronics,18.94,334
8263,clothing-8263,clothing,20.31,341
8264,books-8264,books,21.68,348
8265,home-8265,home,23.05,355
8266,toys-8266,toys,24.42,362
8267,food-8267,food,25.79,369
8268,electronics-8268,electronics,27.16,376
8269,clothing-8269,clothing,28.53,383
8270,books-8270,books,29.90,390
8271,home-8271,home,31.27,397
8272,toys-8272,toys,32.64,404
8273,food-8273,food,34.01,411
8274,electronics-8274,electronics,35.38,418
8275,clothing-8275,clothing,36.75,425
8276,books-8276,books,38.12,432
8277,home-8277,home,39.49,439
8278,toys-8278,toys,40.86,446
8279,food-8279,food,42.23,453
8280,electronics-8280,electronics,43.60,460
8281,clothing-8281,clothing,44.97,467
8282,books-8282,books,46.34,474
8283,home-8283,home,47.71,481
8284,toys-8284,toys,49.08,488
8285,food-8285,food,50.45,495
8286,electronics-8286,electronics,51.82,2
8287,clothing-8287,clothing,53.19,9
8288,books-8288,books,54.56,16
8289,home-8289,home,55.93,23
8290,toys-8290,toys,57.30,30
8291,food-8291,food,58.67,37
8292,electronics-8292,electronics,60.04,44
8293,clothing-8293,clothing,61.41,51
8294,books-8294,books,62.78,58
8295,home-8295,home,64.15,65
8296,toys-8296,toys,65.52,72
8297,food-8297,food,66.89,79
8298,electronics-8298,electronics,68.26,86
8299,clothing-8299,clothing,69.63,93
8300,books-8300,books,71.00,100
8301,home-8301,home,72.37,107
8302,toys-8302,toys,73.74,114
8303,food-8303,food,75.11,121
8304,electronics-8304,electronics,76.48,128
8305,clothing-8305,clothing,77.85,135
8306,books-8306,books,79.22,142
8307,home-8307,home,80.59,149
8308,toys-8308,toys,81.96,156
8309,food-8309,food,83.33,163
8310,electronics-8310,electronics,84.70,170
8311,clothing-8311,clothing,86.07,177
8312,books-8312,books,87.44,184
8313,home-8313,home,88.81,191
8314,toys-8314,toys,90.18,198
8315,food-8315,food,91.55,205
8316,electronics-8316,electronics,92.92,212
8317,clothing-8317,clothing,94.29,219
8318,books-8318,books,95.66,226
8319,home-8319,home,97.03,233
8320,toys-8320,toys,98.40,240
8321,food-8321,food,99.77,247
8322,electronics-8322,electronics,1.14,254
8323,clothing-8323,clothing,2.51,261
8324,books-8324,books,3.88,268
8325,home-8325,home,5.25,275
8326,toys-8326,toys,6.62,282
8327,food-8327,food,7.99,289
8328,electronics-8328,electronics,9.36,296
8329,clothing-8329,clothing,10.73,303
8330,books-8330,books,12.10,310
8331,home-8331,home,13.47,317
8332,toys-8332,toys,14.84,324
8333,food-8333,food,16.21,331
8334,electronics-8334,electronics,17.58,338
8335,clothing-8335,clothing,18.95,345
8336,books-8336,books,20.32,352
8337,home-8337,home,21.69,359
8338,toys-8338,toys,23.06,366
8339,food-8339,food,24.43,373
8340,electronics-8340,electronics,25.80,380
8341,clothing-8341,clothing,27.17,387
8342,books-8342,books,28.54,394
8343,home-8343,home,29.91,401
8344,toys-8344,toys,31.28,408
8345,food-8345,food,32.65,415
8346,electronics-8346,electronics,34.02,422
8347,clothing-8347,clothing,35.39,429
8348,books-8348,books,36.76,436
8349,home-8349,home,38.13,443
8350,toys-8350,toys,39.50,450
8351,food-8351,food,40.87,457
8352,electronics-8352,electronics,42.24,464
8353,clothing-8353,clothing,43.61,471
8354,books-8354,books,44.98,478
8355,home-8355,home,46.35,485
8356,toys-8356,toys,47.72,492
8357,food-8357,food,49.09,499
8358,electronics-8358,electronics,50.46,6
8359,clothing-8359,clothing,51.83,13
8360,books-8360,books,53.20,20
8361,home-8361,home,54.57,27
8362,toys-8362,toys,55.94,34
8363,food-8363,food,57.31,41
8364,electronics-8364,electronics,58.68,48
8365,clothing-8365,clothing,60.05,55
8366,books-8366,books,61.42,62
8367,home-8367,home,62.79,69
8368,toys-8368,toys,64.16,76
8369,food-8369,food,65.53,83
8370,electronics-8370,electronics,66.90,90
8371,clothing-8371,clothing,68.27,97
8372,books-8372,books,69.64,104
8373,home-8373,home,71.01,111
8374,toys-8374,toys,72.38,118
8375,food-8375,food,73.75,125
8376,electronics-8376,electronics,75.12,132
8377,clothing-8377,clothing,76.49,139
8378,books-8378,books,77.86,146
8379,home-8379,home,79.23,153
8380,toys-8380,toys,80.60,160
8381,food-8381,food,81.97,167
8382,electronics-8382,electronics,83.34,174
8383,clothing-8383,clothing,84.71,181
8384,books-8384,books,86.08,188
8385,home-8385,home,87.45,195
8386,toys-8386,toys,88.82,202
8387,food-8387,food,90.19,209
8388,electronics-8388,electronics,91.56,216
8389,clothing-8389,clothing,92.93,223
8390,books-8390,books,94.30,230
8391,home-8391,home,95.67,237
8392,toys-8392,toys,97.04,244
8393,food-8393,food,98.41,251
8394,electronics-8394,electronics,99.78,258
8395,clothing-8395,clothing,1.15,265
8396,books-8396,books,2.52,272
8397,home-8397,home,3.89,279
8398,toys-8398,toys,5.26,286
8399,food-8399,food,6.63,293
8400,electronics-8400,electronics,8.00,300
8401,clothing-8401,clothing,9.37,307
8402,books-8402,books,10.74,314
8403,home-8403,home,12.11,321
8404,toys-8404,toys,13.48,328
8405,food-8405,food,14.85,335
8406,electronics-8406,electronics,16.22,342
8407,clothing-8407,clothing,17.59,349
8408,books-8408,books,18.96,356
8409,home-8409,home,20.33,363
8410,toys-8410,toys,21.70,370
8411,food-8411,food,23.07,377
8412,electronics-8412,electronics,24.44,384
8413,clothing-8413,clothing,25.81,391
8414,books-8414,books,27.18,398
8415,home-8415,home,28.55,405
8416,toys-8416,toys,29.92,412
8417,food-8417,food,31.29,419
8418,electronics-8418,electronics,32.66,426
8419,clothing-8419,clothing,34.03,433
8420,books-8420,books,35.40,440
8421,home-8421,home,36.77,447
8422,toys-8422,toys,38.14,454
8423,food-8423,food,39.51,461
8424,electronics-8424,electronics,40.88,468
8425,clothing-8425,clothing,42.25,475
8426,books-8426,books,43.62,482
8427,home-8427,home,44.99,489
8428,toys-8428,toys,46.36,496
8429,food-8429,food,47.73,3
8430,electronics-8430,electronics,49.10,10
8431,clothing-8431,clothing,50.47,17
8432,books-8432,books,51.84,24
8433,home-8433,home,53.21,31
8434,toys-8434,toys,54.58,38
8435,food-8435,food,55.95,45
8436,electronics-8436,electronics,57.32,52
8437,clothing-8437,clothing,58.69,59
8438,books-8438,books,60.06,66
8439,home-8439,home,61.43,73
8440,toys-8440,toys,62.80,80
8441,food-8441,food,64.17,87
8442,electronics-8442,electronics,65.54,94
8443,clothing-8443,clothing,66.91,101
8444,books-8444,books,68.28,108
8445,home-8445,home,69.65,115
8446,toys-8446,toys,71.02,122
8447,food-8447,food,72.39,129
8448,electronics-8448,electronics,73.76,136
8449,clothing-8449,clothing,75.13,143
8450,books-8450,books,76.50,150
8451,home-8451,home,77.87,157
8452,toys-8452,toys,79.24,164
8453,food-8453,food,80.61,171
8454,electronics-8454,electronics,81.98,178
8455,clothing-8455,clothing,83.35,185
8456,books-8456,books,84.72,192
8457,home-8457,home,86.09,199
8458,toys-8458,toys,87.46,206
8459,food-8459,food,88.83,213
8460,electronics-8460,electronics,90.20,220
8461,clothing-8461,clothing,91.57,227
8462,books-8462,books,92.94,234
8463,home-8463,home,94.31,241
8464,toys-8464,toys,95.68,248
8465,food-8465,food,97.05,255
8466,electronics-8466,electronics,98.42,262
8467,clothing-8467,clothing,99.79,269
8468,books-8468,books,1.16,276
8469,home-8469,home,2.53,283
8470,toys-8470,toys,3.90,290
8471,food-8471,food,5.27,297
8472,electronics-8472,electronics,6.64,304
8473,clothing-8473,clothing,8.01,311
8474,books-8474,books,9.38,318
8475,home-8475,home,10.75,325
8476,toys-8476,toys,12.12,332
8477,food-8477,food,13.49,339
8478,electronics-8478,electronics,14.86,346
8479,clothing-8479,clothing,16.23,353
8480,books-8480,books,17.60,360
8481,home-8481,home,18.97,367
8482,toys-8482,toys,20.34,374
8483,food-8483,food,21.71,381
8484,electronics-8484,electronics,23.08,388
8485,clothing-8485,clothing,24.45,395
8486,books-8486,books,25.82,402
8487,home-8487,home,27.19,409
8488,toys-8488,toys,28.56,416
8489,food-8489,food,29.93,423
8490,electronics-8490,electronics,31.30,430
8491,clothing-8491,clothing,32.67,437
8492,books-8492,books,34.04,444
8493,home-8493,home,35.41,451
8494,toys-8494,toys,36.78,458
8495,food-8495,food,38.15,465
8496,electronics-8496,electronics,39.52,472
8497,clothing-8497,clothing,40.89,479
8498,books-8498,books,42.26,486
8499,home-8499,home,43.63,493
8500,toys-8500,toys,45.00,0
8501,food-8501,food,46.37,7
8502,electronics-8502,electronics,47.74,14
8503,clothing-8503,clothing,49.11,21
8504,books-8504,books,50.48,28
8505,home-8505,home,51.85,35
8506,toys-8506,toys,53.22,42
8507,food-8507,food,54.59,49
8508,electronics-8508,electronics,55.96,56
8509,clothing-8509,clothing,57.33,63
8510,books-8510,books,58.70,70
8511,home-8511,home,60.07,77
8512,toys-8512,toys,61.44,84
8513,food-8513,food,62.81,91
8514,electronics-8514,electronics,64.18,98
8515,clothing-8515,clothing,65.55,105
8516,books-8516,books,66.92,112
8517,home-8517,home,68.29,119
8518,toys-8518,toys,69.66,126
8519,food-8519,food,71.03,133
8520,electronics-8520,electronics,72.40,140
8521,clothing-8521,clothing,73.77,147
8522,books-8522,books,75.14,154
8523,home-8523,home,76.51,161
8524,toys-8524,toys,77.88,168
8525,food-8525,food,79.25,175
8526,electronics-8526,electronics,80.62,182
8527,clothing-8527,clothing,81.99,189
8528,books-8528,books,83.36,196
8529,home-8529,home,84.73,203
8530,toys-8530,toys,86.10,210
8531,food-8531,food,87.47,217
8532,electronics-8532,electronics,88.84,224
8533,clothing-8533,clothing,90.21,231
8534,books-8534,books,91.58,238
8535,home-8535,home,92.95,245
8536,toys-8536,toys,94.32,252
8537,food-8537,food,95.69,259
8538,electronics-8538,electronics,97.06,266
8539,clothing-8539,clothing,98.43,273
8540,books-8540,books,99.80,280
8541,home-8541,home,1.17,287
8542,toys-8542,toys,2.54,294
8543,food-8543,food,3.91,301
8544,electronics-8544,electronics,5.28,308
8545,clothing-8545,clothing,6.65,315
8546,books-8546,books,8.02,322
8547,home-8547,home,9.39,329
8548,toys-8548,toys,10.76,336
8549,food-8549,food,12.13,343
8550,electronics-8550,electronics,13.50,350
8551,clothing-8551,clothing,14.87,357
8552,books-8552,books,16.24,364
8553,home-8553,home,17.61,371
8554,toys-8554,toys,18.98,378
8555,food-8555,food,20.35,385
8556,electronics-8556,electronics,21.72,392
8557,clothing-8557,clothing,23.09,399
8558,books-8558,books,24.46,406
8559,home-8559,home,25.83,413
8560,toys-8560,toys,27.20,420
8561,food-8561,food,28.57,427
8562,electronics-8562,electronics,29.94,434
8563,clothing-8563,clothing,31.31,441
8564,books-8564,books,32.68,448
8565,home-8565,home,34.05,455
8566,toys-8566,toys,35.42,462
8567,food-8567,food,36.79,469
8568,electronics-8568,electronics,38.16,476
8569,clothing-8569,clothing,39.53,483
8570,books-8570,books,40.90,490
8571,home-8571,home,42.27,497
8572,toys-8572,toys,43.64,4
8573,food-8573,food,45.01,11
8574,electronics-8574,electronics,46.38,18
8575,clothing-8575,clothing,47.75,25
8576,books-8576,books,49.12,32
8577,home-8577,home,50.49,39
8578,toys-8578,toys,51.86,46
8579,food-8579,food,53.23,53
8580,electronics-8580,electronics,54.60,60
8581,clothing-8581,clothing,55.97,67
8582,books-8582,books,57.34,74
8583,home-8583,home,58.71,81
8584,toys-8584,toys,60.08,88
8585,food-8585,food,61.45,95
8586,electronics-8586,electronics,62.82,102
8587,clothing-8587,clothing,64.19,109
8588,books-8588,books,65.56,116
8589,home-8589,home,66.93,123
8590,toys-8590,toys,68.30,130
8591,food-8591,food,69.67,137
8592,electronics-8592,electronics,71.04,144
8593,clothing-8593,clothing,72.41,151
8594,books-8594,books,73.78,158
8595,home-8595,home,75.15,165
8596,toys-8596,toys,76.52,172
8597,food-8597,food,77.89,179
8598,electronics-8598,electronics,79.26,186
8599,clothing-8599,clothing,80.63,193
8600,books-8600,books,82.00,200
8601,home-8601,home,83.37,207
8602,toys-8602,toys,84.74,214
8603,food-8603,food,86.11,221
8604,electronics-8604,electronics,87.48,228
8605,clothing-8605,clothing,88.85,235
8606,books-8606,books,90.22,242
8607,home-8607,home,91.59,249
8608,toys-8608,toys,92.96,256
8609,food-8609,food,94.33,263
8610,electronics-8610,electronics,95.70,270
8611,clothing-8611,clothing,97.07,277
8612,books-8612,books,98.44,284
8613,home-8613,home,99.81,291
8614,toys-8614,toys,1.18,298
8615,food-8615,food,2.55,305
8616,electronics-8616,electronics,3.92,312
8617,clothing-8617,clothing,5.29,319
8618,books-8618,books,6.66,326
8619,home-8619,home,8.03,333
8620,toys-8620,toys,9.40,340
8621,food-8621,food,10.77,347
8622,electronics-8622,electronics,12.14,354
8623,clothing-8623,clothing,13.51,361
8624,books-8624,books,14.88,368
8625,home-8625,home,16.25,375
8626,toys-8626,toys,17.62,382
8627,food-8627,food,18.99,389
8628,electronics-8628,electronics,20.36,396
8629,clothing-8629,clothing,21.73,403
8630,books-8630,books,23.10,410
8631,home-8631,home,24.47,417
8632,toys-8632,toys,25.84,424
8633,food-8633,food,27.21,431
8634,electronics-8634,electronics,28.58,438
8635,clothing-8635,clothing,29.95,445
8636,books-8636,books,31.32,452
8637,home-8637,home,32.69,459
8638,toys-8638,toys,34.06,466
8639,food-8639,food,35.43,473
8640,electronics-8640,electronics,36.80,480
8641,clothing-8641,clothing,38.17,487
8642,books-8642,books,39.54,494
8643,home-8643,home,40.91,1
8644,toys-8644,toys,42.28,8
8645,food-8645,food,43.65,15
8646,electronics-8646,electronics,45.02,22
8647,clothing-8647,clothing,46.39,29
8648,books-8648,books,47.76,36
8649,home-8649,home,49.13,43
8650,toys-8650,toys,50.50,50
8651,food-8651,food,51.87,57
8652,electronics-8652,electronics,53.24,64
8653,clothing-8653,clothing,54.61,71
8654,books-8654,books,55.98,78
8655,home-8655,home,57.35,85
8656,toys-8656,toys,58.72,92
8657,food-8657,food,60.09,99
8658,electronics-8658,electronics,61.46,106
8659,clothing-8659,clothing,62.83,113
8660,books-8660,books,64.20,120
8661,home-8661,home,65.57,127
8662,toys-8662,toys,66.94,134
8663,food-8663,food,68.31,141
8664,electronics-8664,electronics,69.68,148
8665,clothing-8665,clothing,71.05,155
8666,books-8666,books,72.42,162
8667,home-8667,home,73.79,169
8668,toys-8668,toys,75.16,176
8669,food-8669,food,76.53,183
8670,electronics-8670,electronics,77.90,190
8671,clothing-8671,clothing,79.27,197
8672,books-8672,books,80.64,204
8673,home-8673,home,82.01,211
8674,toys-8674,toys,83.38,218
8675,food-8675,food,84.75,225
8676,electronics-8676,electronics,86.12,232
8677,clothing-8677,clothing,87.49,239
8678,books-8678,books,88.86,246
8679,home-8679,home,90.23,253
8680,toys-8680,toys,91.60,260
8681,food-8681,food,92.97,267
8682,electronics-8682,electronics,94.34,274
8683,clothing-8683,clothing,95.71,281
8684,books-8684,books,97.08,288
8685,home-8685,home,98.45,295
8686,toys-8686,toys,99.82,302
8687,food-8687,food,1.19,309
8688,electronics-8688,electronics,2.56,316
8689,clothing-8689,clothing,3.93,323
8690,books-8690,books,5.30,330
8691,home-8691,home,6.67,337
8692,toys-8692,toys,8.04,344
8693,food-8693,food,9.41,351
8694,electronics-8694,electronics,10.78,358
8695,clothing-8695,clothing,12.15,365
8696,books-8696,books,13.52,372
8697,home-8697,home,14.89,379
8698,toys-8698,toys,16.26,386
8699,food-8699,food,17.63,393
8700,electronics-8700,electronics,19.00,400
8701,clothing-8701,clothing,20.37,407
8702,books-8702,books,21.74,414
8703,home-8703,home,23.11,421
8704,toys-8704,toys,24.48,428
8705,food-8705,food,25.85,435
8706,electronics-8706,electronics,27.22,442
8707,clothing-8707,clothing,28.59,449
8708,books-8708,books,29.96,456
8709,home-8709,home,31.33,463
8710,toys-8710,toys,32.70,470
8711,food-8711,food,34.07,477
8712,electronics-8712,electronics,35.44,484
8713,clothing-8713,clothing,36.81,491
8714,books-8714,books,38.18,498
8715,home-8715,home,39.55,5
8716,toys-8716,toys,40.92,12
8717,food-8717,food,42.29,19
8718,electronics-8718,electronics,43.66,26
8719,clothing-8719,clothing,45.03,33
8720,books-8720,books,46.40,40
8721,home-8721,home,47.77,47
8722,toys-8722,toys,49.14,54
8723,food-8723,food,50.51,61
8724,electronics-8724,electronics,51.88,68
8725,clothing-8725,clothing,53.25,75
8726,books-8726,books,54.62,82
8727,home-8727,home,55.99,89
8728,toys-8728,toys,57.36,96
8729,food-8729,food,58.73,103
8730,electronics-8730,electronics,60.10,110
8731,clothing-8731,clothing,61.47,117
8732,books-8732,books,62.84,124
8733,home-8733,home,64.21,131
8734,toys-8734,toys,65.58,138
8735,food-8735,food,66.95,145
8736,electronics-8736,electronics,68.32,152
8737,clothing-8737,clothing,69.69,159
8738,books-8738,books,71.06,166
8739,home-8739,home,72.43,173
8740,toys-8740,toys,73.80,180
8741,food-8741,food,75.17,187
8742,electronics-8742,electronics,76.54,194
8743,clothing-8743,clothing,77.91,201
8744,books-8744,books,79.28,208
8745,home-8745,home,80.65,215
8746,toys-8746,toys,82.02,222
8747,food-8747,food,83.39,229
8748,electronics-8748,electronics,84.76,236
8749,clothing-8749,clothing,86.13,243
8750,books-8750,books,87.50,250
8751,home-8751,home,88.87,257
8752,toys-8752,toys,90.24,264
8753,food-8753,food,91.61,271
8754,electronics-8754,electronics,92.98,278
8755,clothing-8755,clothing,94.35,285
8756,books-8756,books,95.72,292
8757,home-8757,home,97.09,299
8758,toys-8758,toys,98.46,306
8759,food-8759,food,99.83,313
8760,electronics-8760,electronics,1.20,320
8761,clothing-8761,clothing,2.57,327
8762,books-8762,books,3.94,334
8763,home-8763,home,5.31,341
8764,toys-8764,toys,6.68,348
8765,food-8765,food,8.05,355
8766,electronics-8766,electronics,9.42,362
8767,clothing-8767,clothing,10.79,369
8768,books-8768,books,12.16,376
8769,home-8769,home,13.53,383
8770,toys-8770,toys,14.90,390
8771,food-8771,food,16.27,397
8772,electronics-8772,electronics,17.64,404
8773,clothing-8773,clothing,19.01,411
8774,books-8774,books,20.38,418
8775,home-8775,home,21.75,425
8776,toys-8776,toys,23.12,432
8777,food-8777,food,24.49,439
8778,electronics-8778,electronics,25.86,446
8779,clothing-8779,clothing,27.23,453
8780,books-8780,books,28.60,460
8781,home-8781,home,29.97,467
8782,toys-8782,toys,31.34,474
8783,food-8783,food,32.71,481
8784,electronics-8784,electronics,34.08,488
8785,clothing-8785,clothing,35.45,495
8786,books-8786,books,36.82,2
8787,home-8787,home,38.19,9
8788,toys-8788,toys,39.56,16
8789,food-8789,food,40.93,23
8790,electronics-8790,electronics,42.30,30
8791,clothing-8791,clothing,43.67,37
8792,books-8792,books,45.04,44
8793,home-8793,home,46.41,51
8794,toys-8794,toys,47.78,58
8795,food-8795,food,49.15,65
8796,electronics-8796,electronics,50.52,72
8797,clothing-8797,clothing,51.89,79
8798,books-8798,books,53.26,86
8799,home-8799,home,54.63,93
8800,toys-8800,toys,56.00,100
8801,food-8801,food,57.37,107
8802,electronics-8802,electronics,58.74,114
8803,clothing-8803,clothing,60.11,121
8804,books-8804,books,61.48,128
8805,home-8805,home,62.85,135
8806,toys-8806,toys,64.22,142
8807,food-8807,food,65.59,149
8808,electronics-8808,electronics,66.96,156
8809,clothing-8809,clothing,68.33,163
8810,books-8810,books,69.70,170
8811,home-8811,home,71.07,177
8812,toys-8812,toys,72.44,184
8813,food-8813,food,73.81,191
8814,electronics-8814,electronics,75.18,198
8815,clothing-8815,clothing,76.55,205
8816,books-8816,books,77.92,212
8817,home-8817,home,79.29,219
8818,toys-8818,toys,80.66,226
8819,food-8819,food,82.03,233
8820,electronics-8820,electronics,83.40,240
8821,clothing-8821,clothing,84.77,247
8822,books-8822,books,86.14,254
8823,home-8823,home,87.51,261
8824,toys-8824,toys,88.88,268
8825,food-8825,food,90.25,275
8826,electronics-8826,electronics,91.62,282
8827,clothing-8827,clothing,92.99,289
8828,books-8828,books,94.36,296
8829,home-8829,home,95.73,303
8830,toys-8830,toys,97.10,310
8831,food-8831,food,98.47,317
8832,electronics-8832,electronics,99.84,324
8833,clothing-8833,clothing,1.21,331
8834,books-8834,books,2.58,338
8835,home-8835,home,3.95,345
8836,toys-8836,toys,5.32,352
8837,food-8837,food,6.69,359
8838,electronics-8838,electronics,8.06,366
8839,clothing-8839,clothing,9.43,373
8840,books-8840,books,10.80,380
8841,home-8841,home,12.17,387
8842,toys-8842,toys,13.54,394
8843,food-8843,food,14.91,401
8844,electronics-8844,electronics,16.28,408
8845,clothing-8845,clothing,17.65,415
8846,books-8846,books,19.02,422
8847,home-8847,home,20.39,429
8848,toys-8848,toys,21.76,436
8849,food-8849,food,23.13,443
8850,electronics-8850,electronics,24.50,450
8851,clothing-8851,clothing,25.87,457
8852,books-8852,books,27.24,464
8853,home-8853,home,28.61,471
8854,toys-8854,toys,29.98,478
8855,food-8855,food,31.35,485
8856,electronics-8856,electronics,32.72,492
8857,clothing-8857,clothing,34.09,499
8858,books-8858,books,35.46,6
8859,home-8859,home,36.83,13
8860,toys-8860,toys,38.20,20
8861,food-8861,food,39.57,27
8862,electronics-8862,electronics,40.94,34
8863,clothing-8863,clothing,42.31,41
8864,books-8864,books,43.68,48
8865,home-8865,home,45.05,55
8866,toys-8866,toys,46.42,62
8867,food-8867,food,47.79,69
8868,electronics-8868,electronics,49.16,76
8869,clothing-8869,clothing,50.53,83
8870,books-8870,books,51.90,90
8871,home-8871,home,53.27,97
8872,toys-8872,toys,54.64,104
8873,food-8873,food,56.01,111
8874,electronics-8874,electronics,57.38,118
8875,clothing-8875,clothing,58.75,125
8876,books-8876,books,60.12,132
8877,home-8877,home,61.49,139
8878,toys-8878,toys,62.86,146
8879,food-8879,food,64.23,153
8880,electronics-8880,electronics,65.60,160
8881,clothing-8881,clothing,66.97,167
8882,books-8882,books,68.34,174
8883,home-8883,home,69.71,181
8884,toys-8884,toys,71.08,188
8885,food-8885,food,72.45,195
8886,electronics-8886,electronics,73.82,202
8887,clothing-8887,clothing,75.19,209
8888,books-8888,books,76.56,216
8889,home-8889,home,77.93,223
8890,toys-8890,toys,79.30,230
8891,food-8891,food,80.67,237
8892,electronics-8892,electronics,82.04,244
8893,clothing-8893,clothing,83.41,251
8894,books-8894,books,84.78,258
8895,home-8895,home,86.15,265
8896,toys-8896,toys,87.52,272
8897,food-8897,food,88.89,279
8898,electronics-8898,electronics,90.26,286
8899,clothing-8899,clothing,91.63,293
8900,books-8900,books,93.00,300
8901,home-8901,home,94.37,307
8902,toys-8902,toys,95.74,314
8903,food-8903,food,97.11,321
8904,electronics-8904,electronics,98.48,328
8905,clothing-8905,clothing,99.85,335
8906,books-8906,books,1.22,342
8907,home-8907,home,2.59,349
8908,toys-8908,toys,3.96,356
8909,food-8909,food,5.33,363
8910,electronics-8910,electronics,6.70,370
8911,clothing-8911,clothing,8.07,377
8912,books-8912,books,9.44,384
8913,home-8913,home,10.81,391
8914,toys-8914,toys,12.18,398
8915,food-8915,food,13.55,405
8916,electronics-8916,electronics,14.92,412
8917,clothing-8917,clothing,16.29,419
8918,books-8918,books,17.66,426
8919,home-8919,home,19.03,433
8920,toys-8920,toys,20.40,440
8921,food-8921,food,21.77,447
8922,electronics-8922,electronics,23.14,454
8923,clothing-8923,clothing,24.51,461
8924,books-8924,books,25.88,468
8925,home-8925,home,27.25,475
8926,toys-8926,toys,28.62,482
8927,food-8927,food,29.99,489
8928,electronics-8928,electronics,31.36,496
8929,clothing-8929,clothing,32.73,3
8930,books-8930,books,34.10,10
8931,home-8931,home,35.47,17
8932,toys-8932,toys,36.84,24
8933,food-8933,food,38.21,31
8934,electronics-8934,electronics,39.58,38
8935,clothing-8935,clothing,40.95,45
8936,books-8936,books,42.32,52
8937,home-8937,home,43.69,59
8938,toys-8938,toys,45.06,66
8939,food-8939,food,46.43,73
8940,electronics-8940,electronics,47.80,80
8941,clothing-8941,clothing,49.17,87
8942,books-8942,books,50.54,94
8943,home-8943,home,51.91,101
8944,toys-8944,toys,53.28,108
8945,food-8945,food,54.65,115
8946,electronics-8946,electronics,56.02,122
8947,clothing-8947,clothing,57.39,129
8948,books-8948,books,58.76,136
8949,home-8949,home,60.13,143
8950,toys-8950,toys,61.50,150
8951,food-8951,food,62.87,157
8952,electronics-8952,electronics,64.24,164
8953,clothing-8953,clothing,65.61,171
8954,books-8954,books,66.98,178
8955,home-8955,home,68.35,185
8956,toys-8956,toys,69.72,192
8957,food-8957,food,71.09,199
8958,electronics-8958,electronics,72.46,206
8959,clothing-8959,clothing,73.83,213
8960,books-8960,books,75.20,220
8961,home-8961,home,76.57,227
8962,toys-8962,toys,77.94,234
8963,food-8963,food,79.31,241
8964,electronics-8964,electronics,80.68,248
8965,clothing-8965,clothing,82.05,255
8966,books-8966,books,83.42,262
8967,home-8967,home,84.79,269
8968,toys-8968,toys,86.16,276
8969,food-8969,food,87.53,283
8970,electronics-8970,electronics,88.90,290
8971,clothing-8971,clothing,90.27,297
8972,books-8972,books,91.64,304
8973,home-8973,home,93.01,311
8974,toys-8974,toys,94.38,318
8975,food-8975,food,95.75,325
8976,electronics-8976,electronics,97.12,332
8977,clothing-8977,clothing,98.49,339
8978,books-8978,books,99.86,346
8979,home-8979,home,1.23,353
8980,toys-8980,toys,2.60,360
8981,food-8981,food,3.97,367
8982,electronics-8982,electronics,5.34,374
8983,clothing-8983,clothing,6.71,381
8984,books-8984,books,8.08,388
8985,home-8985,home,9.45,395
8986,toys-8986,toys,10.82,402
8987,food-8987,food,12.19,409
8988,electronics-8988,electronics,13.56,416
8989,clothing-8989,clothing,14.93,423
8990,books-8990,books,16.30,430
8991,home-8991,home,17.67,437
8992,toys-8992,toys,19.04,444
8993,food-8993,food,20.41,451
8994,electronics-8994,electronics,21.78,458
8995,clothing-8995,clothing,23.15,465
8996,books-8996,books,24.52,472
8997,home-8997,home,25.89,479
8998,toys-8998,toys,27.26,486
8999,food-8999,food,28.63,493
9000,electronics-9000,electronics,30.00,0
9001,clothing-9001,clothing,31.37,7
9002,books-9002,books,32.74,14
9003,home-9003,home,34.11,21
9004,toys-9004,toys,35.48,28
9005,food-9005,food,36.85,35
9006,electronics-9006,electronics,38.22,42
9007,clothing-9007,clothing,39.59,49
9008,books-9008,books,40.96,56
9009,home-9009,home,42.33,63
9010,toys-9010,toys,43.70,70
9011,food-9011,food,45.07,77
9012,electronics-9012,electronics,46.44,84
9013,clothing-9013,clothing,47.81,91
9014,books-9014,books,49.18,98
9015,home-9015,home,50.55,105
9016,toys-9016,toys,51.92,112
9017,food-9017,food,53.29,119
9018,electronics-9018,electronics,54.66,126
9019,clothing-9019,clothing,56.03,133
